項次,熱點類別,熱點名稱,郵遞區號,縣市名稱,鄉鎮市區,地址,熱點類別_英語,熱點名稱_英語,縣市名稱_英語,鄉鎮市區_英語,地址_英語
694,其他,統一超商西屯福科路瑞聯店(公話),407,臺中市,西屯區,臺中市西屯區福科路890號,Others,"7-Eleven convenience store,Fuke Rd., Xitun Dist., Taichung City",Taichung City,Xitun District,"No.890, Fuke Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
695,其他,統一超商西屯福康路福康店(公話),407,臺中市,西屯區,臺中市西屯區福康路33號1樓,Others,"7-Eleven convenience store,Fuke Rd., Xitun Dist., Taichung City",Taichung City,Xitun District,"1F., No.33, Fukang Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
696,其他,統一超商西屯福雅路福雅店(公話),407,臺中市,西屯區,臺中市西屯區福雅路338號,Others,"7-Eleven convenience store,Fuya Rd., Xitun Dist., Taichung City",Taichung City,Xitun District,"No.338, Fuya Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
697,其他,統一超商西屯福順路聯順店(公話),407,臺中市,西屯區,臺中市西屯區福順路898號,Others,"7-Eleven convenience store, Fushun Rd., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.898, Fushun Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
698,其他,全家便利商店西屯福瑞街新福瑞店(公話),407,臺中市,西屯區,臺中市西屯區福瑞街92號,Others,"Family Mart convenience store,Furui St., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.92, Furui St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
699,其他,全家便利商店西屯福聯街新福聯店(公話),407,臺中市,西屯區,臺中市西屯區福聯街23號,Others,"Family Mart convenience store,Fulian St., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.23, Fulian St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
700,其他,統一超商西屯臺灣大道中川店(公話),407,臺中市,西屯區,臺中市西屯區臺灣大道二段936號,Others,"7-Eleven convenience store,Sec. 2, Taiwan Blvd., Xitun Dist., Taichung City",Taichung City,Xitun District,"No.936, Sec. 2, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
701,其他,統一超商西屯臺灣大道港惠店(公話),407,臺中市,西屯區,臺中市西屯區臺灣大道三段308號,Others,"7-Eleven convenience store,Sec. 3, Taiwan Blvd., Xitun Dist., Taichung City",Taichung City,Xitun District,"No.308, Sec. 3, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
702,其他,統一超商西屯臺灣大道展騰店(公話),407,臺中市,西屯區,臺中市西屯區臺灣大道三段688號,Others,"7-Eleven convenience store,Sec. 3, Taiwan Blvd., Xitun Dist., Taichung City",Taichung City,Xitun District,"No.688, Sec. 3, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
703,其他,全家便利商店西屯臺灣大道光明店(公話),407,臺中市,西屯區,臺中市西屯區臺灣大道三段732號,Others,"Family Mart convenience store, Sec. 3, Taiwan Blvd., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.732, Sec. 3, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
704,其他,統一超商西屯黎明路朝馬店(公話),407,臺中市,西屯區,臺中市西屯區黎明路二段1010號,Others,"7-Eleven convenience store, Sec. 2, Liming Rd., Xitun Dist., Taichung City",Taichung City,Xitun District,"No.1010, Sec. 2, Liming Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
705,其他,全家便利商店西屯黎明路民主店(公話),407,臺中市,西屯區,臺中市西屯區黎明路二段779號,Others,"Family Mart convenience store, Sec. 2, Liming Rd., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.779, Sec. 2, Liming Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
706,其他,統一超商西屯黎明路逢明店(公話),407,臺中市,西屯區,臺中市西屯區黎明路三段158號,Others,"7-Eleven convenience store,Sec. 3, Liming Rd., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.158, Sec. 3, Liming Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
707,其他,統一超商西屯黎明路逢福店(公話),407,臺中市,西屯區,臺中市西屯區黎明路三段348號,Others,"7-Eleven convenience store,Sec. 3, Liming Rd., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.348, Sec. 3, Liming Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
708,其他,全家便利商店西屯環中路上雅店(公話),407,臺中市,西屯區,臺中市西屯區環中路一段2490號,Others,"Family Mart convenience store,Sec. 1, Huanzhong Rd., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.2490, Sec. 1, Huanzhong Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
709,其他,統一超商西屯櫻花路櫻花店(公話),407,臺中市,西屯區,臺中市西屯區櫻花路111號,Others,"7-Eleven convenience store,Yinghua Rd., Xitun Dist., Taichung City",Taichung City,Xitun District,"No.111, Yinghua Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
710,其他,全家便利商店西屯櫻花路惠來店(公話),407,臺中市,西屯區,臺中市西屯區櫻花路129號,Others,"Family Mart convenience store,Yinghua Rd., Xitun Dist., Taichung City ",Taichung City,Xitun District,"No.129, Yinghua Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)"
711,其他,全家便利商店西區三民路四維店(公話),403,臺中市,西區,臺中市西區三民路一段172號之5,Others,"Family Mart convenience store, Sec. 1, Sanmin Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.172-5, Sec. 1, Sanmin Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
712,其他,全家便利商店西區三民路正點店(公話),403,臺中市,西區,臺中市西區三民路一段46號,Others,"Family Mart convenience store,Sec. 1, Sanmin Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.46, Sec. 1, Sanmin Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
713,其他,全家便利商店西區大業路精誠店(公話),403,臺中市,西區,臺中市西區大業路1號,Others,"Family Mart convenience store, Daye Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.1, Daye Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
714,其他,統一超商西區中美街新文化店(公話),403,臺中市,西區,臺中市西區中美街283號,Others,"7-Eleven convenience store, Zhongmei St., West Dist., Taichung City",Taichung City,West Dist,"No.283, Zhongmei St., West Dist., Taichung City 403, Taiwan (R.O.C.)"
715,其他,統一超商西區五權路台麗店(公話),403,臺中市,西區,臺中市西區五權路119號,Others,"7-Eleven convenience store,Wuquan Rd., West Dist., Taichung City",Taichung City,West Dist,"No.119, Wuquan Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
716,其他,統一超商西區五權路保誠店(公話),403,臺中市,西區,臺中市西區五權路2號之104,Others,"7-Eleven convenience store,Wuquan Rd., West Dist., Taichung City",Taichung City,West Dist,"No.2-104, Wuquan Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
717,其他,統一超商西區公益路市民店(公話),403,臺中市,西區,臺中市西區公益路157號,Others,"7-Eleven convenience store,Gongyi Rd., West Dist., Taichung City",Taichung City,West Dist,"No.157, Gongyi Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
718,其他,統一超商西區精誠路益風店(公話),403,臺中市,西區,臺中市西區精誠路105號,Others,"7-Eleven convenience store, Jingcheng Rd., West Dist., Taichung City",Taichung City,West Dist,"No.105, Jingcheng Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
719,其他,統一超商西區公館路大全店(公話),403,臺中市,西區,臺中市西區公館路136號,Others,"7-Eleven convenience store, Gongguan Rd., West Dist., Taichung City",Taichung City,West Dist,"No.136, Gongguan Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
720,其他,統一超商西區四維街民府店(公話),403,臺中市,西區,臺中市西區四維街24號,Others,"7-Eleven convenience store, Siwei St., West Dist., Taichung City",Taichung City,West Dist,"No.24, Siwei St., West Dist., Taichung City 403, Taiwan (R.O.C.)"
721,其他,萊爾富便利商店西區民生路中堂店(公話),403,臺中市,西區,臺中市西區民生路109號,Others,"Hi-Life convenience store,Minsheng Rd., West Dist., Taichung City",Taichung City,West Dist,"No.109, Minsheng Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
722,其他,全家便利商店西區民生路全球店(公話),403,臺中市,西區,臺中市西區民生路131號,Others,"Family Mart convenience store, Minsheng Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.131, Minsheng Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
723,其他,統一超商西區民生路新五廊店(公話),403,臺中市,西區,臺中市西區民生路155號,Others,"7-Eleven convenience store, Minsheng Rd., West Dist., Taichung City",Taichung City,West Dist,"No.155, Minsheng Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
724,其他,統一超商西區民生路華生店(公話),403,臺中市,西區,臺中市西區民生路517號,Others,"7-Eleven convenience store,Minsheng Rd., West Dist., Taichung City",Taichung City,West Dist,"No.517, Minsheng Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
725,其他,全家便利商店西區民權路後龍店(公話),403,臺中市,西區,臺中市西區民權路302號,Others,"Family Mart convenience store,Minquan Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.302, Minquan Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
726,其他,全家便利商店西區向上北路尚美店(公話),403,臺中市,西區,臺中市西區向上北路192號,Others,"Family Mart convenience store,Xiangshang N. Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.192, Xiangshang N. Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
727,其他,全家便利商店西區向上路向上店(公話),403,臺中市,西區,臺中市西區向上路一段36號,Others,"Family Mart convenience store,Sec. 1, Xiangshang Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.36, Sec. 1, Xiangshang Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
728,其他,統一超商西區向上路上誠店(公話),403,臺中市,西區,臺中市西區向上路一段381號,Others,"7-Eleven convenience store,Sec. 1, Xiangshang Rd., West Dist., Taichung City",Taichung City,West Dist,"No.381, Sec. 1, Xiangshang Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
729,其他,全家便利商店西區西屯路京華店(公話),403,臺中市,西區,臺中市西區西屯路一段156號,Others,"Family Mart convenience store,Sec. 1, Xitun Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.156, Sec. 1, Xitun Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
730,其他,統一超商西區忠明南路忠福店(公話),403,臺中市,西區,臺中市西區忠明南路192號,Others,"7-Eleven convenience store,Zhongming S. Rd., West Dist., Taichung City",Taichung City,West Dist,"No.192, Zhongming S. Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
731,其他,統一超商西忠明路三中店(公話),403,臺中市,西區,臺中市西區忠明路54號,Others,"7-Eleven convenience store,Zhongming Rd., West Dist., Taichung City",Taichung City,West Dist,"No.54, Zhongming Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
732,其他,全家便利商店西區昇平街高昇店(公話),403,臺中市,西區,臺中市西區昇平街157號,Others,"Family Mart convenience store,Shengping St., West Dist., Taichung City ",Taichung City,West Dist,"No.157, Shengping St., West Dist., Taichung City 403, Taiwan (R.O.C.)"
733,其他,統一超商西區東興路向勝店(公話),403,臺中市,西區,臺中市西區東興路三段57號,Others,"7-Eleven convenience store,Sec. 3, Dongxing Rd., West Dist., Taichung City",Taichung City,West Dist,"No.57, Sec. 3, Dongxing Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
734,其他,統一超商西區林森路樂群店(公話),403,臺中市,西區,臺中市西區林森路80號,Others,"7-Eleven convenience store,Linsen Rd., West Dist., Taichung City",Taichung City,West Dist,"No.80, Linsen Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
735,其他,統一超商西區南屯路五權店(公話),403,臺中市,西區,臺中市西區南屯路一段62號,Others,"7-Eleven convenience store,Sec. 1, Nantun Rd., West Dist., Taichung City",Taichung City,West Dist,"No.62, Sec. 1, Nantun Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
736,其他,統一超商西區美村路美生店(公話),403,臺中市,西區,臺中市西區美村路1段54號,Others,"7-Eleven convenience store, Sec. 1, Meicun Rd., West Dist., Taichung City",Taichung City,West Dist,"No.54, Sec. 1, Meicun Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
737,其他,統一超商西區美村路明義店(公話),403,臺中市,西區,臺中市西區美村路一段22號,Others,"7-Eleven convenience store, Sec. 1, Meicun Rd., West Dist., Taichung City",Taichung City,West Dist,"No.22, Sec. 1, Meicun Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
738,其他,全家便利商店西區美村路鑫美店(公話),403,臺中市,西區,臺中市西區美村路一段26號,Others,"Family Mart convenience store, Sec. 1, Meicun Rd., West Dist., Taichung City 403",Taichung City,West Dist,"No.26, Sec. 1, Meicun Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
739,其他,統一超商西區美村路權美店(公話),403,臺中市,西區,臺中市西區美村路一段736號,Others,"7-Eleven convenience store, Sec. 1, Meicun Rd., West Dist., Taichung City ",Taichung City,West Dist,"No.736, Sec. 1, Meicun Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
740,其他,統一超商西區健行路金典店(公話),403,臺中市,西區,臺中市西區健行路1046號,Others,"7-Eleven convenience store, Jianxing Rd., West Dist., Taichung City",Taichung City,West Dist,"No.1046, Jianxing Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
741,其他,統一超商西區精誠路精業店(公話),403,臺中市,西區,臺中市西區精誠路41號之6,Others,"7-Eleven convenience store, Jingcheng Rd., West Dist., Taichung City",Taichung City,West Dist,"No.41-6, Jingcheng Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)"
742,其他,全家便利商店西區樂群街樂群店(公話),403,臺中市,西區,臺中市西區樂群街61號之4,Others,"Family Mart convenience store, Lequn St., West Dist., Taichung City ",Taichung City,West Dist,"No.61-4, Lequn St., West Dist., Taichung City 403, Taiwan (R.O.C.)"
743,其他,統一超商沙鹿中山路丹聯店(公話),433,臺中市,沙鹿區,臺中市沙鹿區中山路田尾巷3號,Others,"7-Eleven convenience store, Zhongshan Rd., Shalu Dist., Taichung City",Taichung City,Shalu District,"No.3, Tianwei Ln., Zhongshan Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)"
744,其他,全家便利商店沙鹿中正街車站店(公話),433,臺中市,沙鹿區,臺中市沙鹿區中正街48號,Others,"Family Mart convenience store, Zhongzheng St., Shalu Dist., Taichung City",Taichung City,Shalu District,"No.48, Zhongzheng St., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)"
745,其他,萊爾富便利商店沙鹿中航路弘光店(公話),433,臺中市,沙鹿區,臺中市沙鹿區中航路一段310號,Others,"Hi-Life convenience store, Sec. 1, Zhonghang Rd., Shalu Dist., Taichung City",Taichung City,Shalu District,"No.310, Sec. 1, Zhonghang Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)"
746,其他,全家便利商店沙鹿中清路飛航店(公話),433,臺中市,沙鹿區,臺中市沙鹿區中清路43號之52,Others,"Family Mart convenience store, Zhongqing Rd., Shalu Dist., Taichung City",Taichung City,Shalu District,"No.43-52, Zhongqing Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)"
747,其他,全家便利商店沙鹿北勢東路弘光店(公話),433,臺中市,沙鹿區,臺中市沙鹿區北勢東路263號,Others,"Family Mart convenience store, Beishi E. Rd., Shalu Dist., Taichung City 433 ",Taichung City,Shalu District,"No.263, Beishi E. Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)"
748,其他,統一超商沙鹿北勢東路鹿維店(公話),433,臺中市,沙鹿區,臺中市沙鹿區北勢東路330號,Others,"7-Eleven convenience store, Beishi E. Rd., Shalu Dist., Taichung City",Taichung City,Shalu District,"No.330, Beishi E. Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)"
749,其他,全家便利商店沙鹿北勢東路英才店(公話),433,臺中市,沙鹿區,臺中市沙鹿區北勢東路530號,Others,"Family Mart convenience store, Beishi E. Rd., Shalu Dist., Taichung City ",Taichung City,Shalu District,"No.530, Beishi E. Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)"
750,其他,全家便利商店沙鹿北勢東路北勢東店(公話),433,臺中市,沙鹿區,臺中市沙鹿區北勢東路646號,Others,"Family Mart convenience store, Beishi E. Rd., Shalu Dist., Taichung City ",Taichung City,Shalu District,"No.646, Beishi E. Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)"
